year,month,origin,destination,number_of_flights
2019,1,EGCC,LSZH,50
2019,1,LFPG,EPWA,150
2019,1,LOWW,EGKK,51
2019,1,LTBA,EGSS,25
2019,1,EBBR,LIPZ,49
2019,1,LPPT,ESSA,31
2019,1,LIMC,EDDM,173
2019,1,EDDV,EDDM,214
2019,1,EGBB,EGAA,30
2019,1,EGLL,LIPZ,52
2019,1,ESGG,LWSK,12
2019,1,EGSS,LKPR,87
2019,1,EKCH,EPKK,19
2019,1,LBSF,LOWW,104
2019,1,EGSS,EGPF,67
2019,1,EDDL,EDDM,559
2019,1,LOWW,UUDD,51
2019,1,LSGG,EKCH,78
2019,1,LIPZ,LSZH,90
2019,1,EGKK,LFBO,55
2019,1,EHAM,EFHK,156
2019,1,EDDM,EGPH,23
2019,1,EGGW,EGPF,54
2019,1,LIBD,LIMF,45
2019,1,LFBD,EGGW,18
2019,1,ESSA,UUDD,22
2019,1,ENGM,EPKK,41
2019,1,LTBA,ULLI,14
2019,1,EKCH,LSZH,132
2019,1,LEMG,EFHK,89
2019,1,ESSA,LOWW,63
2019,1,LSZH,EVRA,39
2019,1,EHAM,EPWA,98
2019,1,LPPT,LSZH,122
2019,1,ENGM,LSZH,33
2019,1,EHAM,EDDS,76
2019,1,UUWW,EDDK,29
2019,1,LOWW,LWSK,36
2019,1,EKCH,LFPG,176
2019,1,LOWW,EYVI,17
2019,1,LIBD,EDDB,15
2019,1,EDDF,LGAV,85
2019,1,EHAM,LFBD,56
2019,1,EKCH,LIRF,47
2019,1,LIMC,EGGW,30
2019,1,LKPR,LSZH,89
2019,1,LEMD,LSGG,178
2019,1,ESSA,EGPH,20
2019,1,EDDL,EPWA,51
2019,1,EGSS,LIBR,12
2019,1,EHAM,EDDN,37
2019,1,LFPG,EGGW,73
2019,1,EGBB,LSZH,48
2019,1,EDDH,EDDL,239
2019,1,ESSA,LSZH,114
2019,1,LFPG,ULLI,18
2019,1,EGKK,ESGG,49
2019,1,LIME,UUWW,60
2019,1,LFPG,EIDW,141
2019,1,ESSA,LPFR,14
2019,1,EGSS,ELLX,30
2019,1,LPPT,EPWA,28
2019,1,EGPH,EHAM,76
2019,1,LHBP,LSZH,79
2019,1,EGKK,LFML,19
2019,1,EGGW,LROP,119
2019,1,EDDL,LIMC,100
2019,1,LIMF,EGSS,32
2019,1,ESSA,EPKK,28
2019,1,EKCH,LOWW,121
2019,1,EDDH,EDDM,585
2019,1,EGGW,LWSK,14
2019,1,EBBR,UUDD,22
2019,1,EKCH,EDDF,207
2019,1,EGKK,EPKK,36
2019,1,EDDB,EGGW,35
2019,1,EGCC,EGKK,14
2019,1,ENGM,BIKF,50
2019,1,LEPA,LSZH,6
2019,1,LIEE,LIME,36
2019,1,EFHK,ESSA,467
2019,1,LSGG,EPWA,60
2019,1,EHAM,EVRA,57
2019,1,LFPG,EVRA,48
2019,1,LOWW,LMML,29
2019,1,EGSS,LEMG,67
2019,1,EGLL,ULLI,10
2019,1,EDDB,EGCC,65
2019,1,LFPG,LSGG,258
2019,1,LEMD,EPKK,15
2019,1,EVRA,EGSS,54
2019,1,EGGW,LBSF,56
2019,1,ENVA,EPKK,6
2019,1,LOWW,EPWA,98
2019,1,LEMD,LMML,14
2019,1,EKCH,EGCC,62
2019,1,LIMC,LKPR,69
2019,1,EGPF,EDDB,20
2019,1,EGKK,ESSA,126
2019,1,ELLX,EDDB,9
2019,1,UUDD,UWUU,142
2019,1,LSGG,EGPH,45
2019,1,LIME,EGPH,16
2019,1,EBBR,LFML,53
2019,1,EGKK,EVRA,43
2019,1,EDDM,LDZA,59
2019,1,EDDK,LIBD,6
2019,1,EDDH,EDDK,183
2019,1,ESSA,LEMG,72
2019,1,LFPG,LMML,30
2019,1,EGBB,EHAM,51
2019,1,EGKK,EGCC,22
2019,1,EDDF,LBSF,90
2019,1,EKCH,EIDW,37
2019,1,EKCH,EGKK,169
2019,1,LEMD,LGAV,32
2019,1,EDDS,LOWW,153
2019,1,LEPA,EDDL,13
2019,1,EDDM,LFBO,92
2019,1,EDDF,EPWA,179
2019,1,EGKK,LIPZ,122
2019,1,LFPO,LSGG,99
2019,1,LHBP,EDDB,72
2019,1,EHAM,EYVI,22
2019,1,EGCC,ESSA,41
2019,1,LIBD,EGGW,6
2019,1,LPPT,LPFR,97
2019,1,ESSA,EHEH,7
2019,1,LIME,LIRN,20
2019,1,EDDL,LPPT,18
2019,1,LSZH,EGKK,33
2019,1,LIPE,LIEE,29
2019,1,ENGM,EIDW,9
2019,1,LICJ,LIMF,5
2019,1,LOWW,EDDV,102
2019,1,ELLX,LSZH,82
2019,1,ELLX,LEMG,8
2019,1,LIPX,UUEE,22
2019,1,EDDK,EDDH,198
2019,1,LKPR,EDDF,112
2019,1,LIPZ,LKPR,13
2019,1,LHBP,EKCH,44
2019,1,LKPR,UUWW,16
2019,1,EETN,LIMC,10
2019,1,LEMG,EHAM,78
2019,1,EDDM,LEMG,26
2019,1,EPKK,EHEH,37
2019,1,EDDF,EPKK,125
2019,1,EFHK,ESGG,71
2019,1,EDDM,EPWA,158
2019,1,LIME,EHEH,30
2019,1,UUWW,LSGG,26
2019,1,EDDF,EIDW,153
2019,1,ESSA,LFPO,25
2019,1,LJLJ,EHAM,6
2019,1,LSGG,EGSS,70
2019,1,EDDL,EGPF,24
2019,1,LGAV,LICJ,7
2019,1,EDDF,LROP,108
2019,1,EKCH,EGPH,35
2019,1,UUDD,EDDL,30
2019,1,LHBP,EDDF,170
2019,1,EDDL,LIRF,78
2019,1,LZIB,EGSS,42
2019,1,LJLJ,EGSS,17
2019,1,LGAV,LMML,8
2019,1,EDDS,EGLL,94
2019,1,LEMD,EFHK,39
2019,1,LFPG,EFHK,137
2019,1,LPFR,EGKK,52
2019,1,EDDL,EIDW,38
2019,1,ULLI,EFHK,24
2019,1,LGAV,LIPZ,18
2019,1,LOWW,LEAL,4
2019,1,LFLL,EDDF,91
2019,1,LOWW,ULLI,10
2019,1,LIMC,LOWW,115
2019,1,LIRF,LMML,93
2019,1,ULLI,EETN,8
2019,1,ENGM,EYVI,31
2019,1,EGKK,EFHK,53
2019,1,ELLX,LFPG,63
2019,1,EDDF,LIRF,160
2019,1,EBBR,EIDW,78
2019,1,EPWA,LEMD,29
2019,1,EGLL,EINN,62
2019,1,EGSS,LBSF,59
2019,1,EDDH,EDDS,283
2019,1,EETN,ESSA,93
2019,1,LPPT,EGSS,66
2019,1,EDDF,EVRA,79
2019,1,EDDN,LTBA,27
2019,1,UUWW,EETN,6
2019,1,LEBL,LFLL,23
2019,1,EKCH,LKPR,48
2019,1,EDDK,LSZH,92
2019,1,EPGD,EHEH,25
2019,1,EGLL,LROP,77
2019,1,LIMF,EGKK,62
2019,1,ELLX,EGLL,48
2019,1,EBBR,EDDF,168
2019,1,LEMD,EGSS,98
2019,1,LFLL,LFPO,36
2019,1,LIPE,EGPH,6
2019,1,LHBP,LGAV,40
2019,1,LIME,LIBD,102
2019,1,EYVI,EDDN,9
2019,1,EGSS,EIDW,187
2019,1,LIBR,LIRF,108
2019,1,LEMG,LFPO,34
2019,1,EDDS,LPFR,3
2019,1,LKPR,EGPH,24
2019,1,EDDB,EVRA,30
2019,1,EKBI,EGLL,27
2019,1,LIMC,LIRF,225
2019,1,LEMG,LPPT,66
2019,1,EYVI,ESSA,71
2019,1,ENGM,EDDF,133
2019,1,LPPT,EKCH,34
2019,1,URRP,UUEE,222
2019,1,EDDF,BIKF,68
2019,1,EGLL,EPKK,20
2019,1,EDDM,LIMF,52
2019,1,LBSF,EGKK,41
2019,1,EDDF,LDZA,86
2019,1,LFML,EGLL,27
2019,1,EGCC,EFHK,42
2019,1,LIRF,EGGW,15
2019,1,EVRA,ESSA,101
2019,1,EDDM,EKCH,154
2019,1,EDDF,EGCC,133
2019,1,LIMC,EKCH,81
2019,1,ESGG,EHAM,87
2019,1,LBSF,EDDK,17
2019,1,EGAA,EHAM,24
2019,1,EPKK,EGAA,14
2019,1,LJLJ,UUEE,29
2019,1,EDDB,ULLI,24
2019,1,EDDF,UUDD,109
2019,1,EGBB,LZIB,14
2019,1,ENGM,EVRA,53
2019,1,LEMG,EGCC,76
2019,1,EGKK,EDDH,28
2019,1,ENGM,EDDH,23
2019,1,ESSA,ESGG,327
2019,1,EDDV,EHAM,97
2019,1,EDDF,ESSA,227
2019,1,LIMC,EFHK,55
2019,1,EGBB,EPGD,10
2019,1,LOWW,EFHK,55
2019,1,LSGG,EGBB,58
2019,1,LEMG,LSGG,30
2019,1,UUDD,LOWW,73
2019,1,LFBO,LIRF,44
2019,1,EGPH,EDDM,22
2019,1,EDDB,BIKF,31
2019,1,EPWA,LROP,67
2019,1,LKPR,ULLI,18
2019,1,EDDM,ULLI,27
2019,1,LIPE,LIRF,102
2019,1,LIPZ,EKCH,3
2019,1,LKPR,EFHK,64
2019,1,LIME,EGSS,103
2019,1,UUDD,URRP,40
2019,1,LHBP,EGSS,84
2019,1,EVRA,EETN,55
2019,1,ESSA,EVRA,97
2019,1,LKPR,LEMD,62
2019,1,EDDM,EPKK,83
2019,1,LEMD,LIME,76
2019,1,EHAM,BIKF,60
2019,1,LFPO,LZIB,4
2019,1,EGBB,EDDM,63
2019,1,EGLL,EFHK,189
2019,1,EGKK,BIKF,122
2019,1,LROP,LIBD,22
2019,1,EBBR,BIKF,28
2019,1,EDDF,ESGG,142
2019,1,EGSS,EDDB,100
2019,1,EGKK,LPPT,69
2019,1,LIMC,EGPH,20
2019,1,LIPZ,LPPT,34
2019,1,LIME,LGAV,22
2019,1,LFPO,LPFR,24
2019,1,EDDM,LHBP,49
2019,1,EGSS,EGCC,6
2019,1,LIPE,EHEH,13
2019,1,LFPG,BIKF,65
2019,1,EHAM,LDZA,43
2019,1,EDDM,LIPZ,87
2019,1,LEBL,LEMG,98
2019,1,LSZH,LPPT,118
2019,1,LROP,EDDM,123
2019,1,EGGW,EKCH,25
2019,1,EKCH,LEAL,47
2019,1,EPWA,EETN,2
2019,1,EGPF,LFPG,17
2019,1,EBBR,LGAV,30
2019,1,EGSS,LROP,57
2019,1,EGCC,LZIB,13
2019,1,LEMG,EDDL,60
2019,1,EPWA,LFLL,10
2019,1,LIPZ,LFBO,9
2019,1,LOWW,EGGW,11
2019,1,EDDS,EHAM,71
2019,1,LPPT,EIDW,50
2019,1,LEPA,EDDF,10
2019,1,EHAM,LMML,18
2019,1,ESSA,ULLI,11
2019,1,EGKK,LKPR,55
2019,1,EDDL,BIKF,1
2019,1,LIRF,EFHK,57
2019,1,LSZH,LROP,31
2019,1,LBSF,LIBD,8
2019,1,EGCC,LSGG,84
2019,1,EVRA,LPPT,8
2019,1,EDDF,LIPZ,130
2019,1,EDDM,LIRF,159
2019,1,LSZH,ESSA,117
2019,1,LEMD,LKPR,60
2019,1,LHBP,EFHK,51
2019,1,EDDL,LIPE,8
2019,1,EGGW,UUWW,19
2019,1,EHAM,LFLL,80
2019,1,ENGM,EPGD,30
2019,1,LEMD,EGGW,24
2019,1,EDDL,EPKK,33
2019,1,ESSA,EFHK,474
2019,1,LEMD,EIDW,119
2019,1,LIMC,ESSA,25
2019,1,LEPA,EDDB,3
2019,1,LHBP,LIRF,61
2019,1,EPKK,EKCH,18
2019,1,ESSA,LKPR,42
2019,1,EDDM,ESSA,141
2019,1,EKCH,LDZA,22
2019,1,LOWW,EIDW,32
2019,1,LEBL,ESSA,27
2019,1,LEMD,EKCH,62
2019,1,LBSF,EGCC,27
2019,1,ENGM,LEMD,10
2019,1,ENVA,LEAL,4
2019,1,EDDM,EFHK,139
2019,1,LIPE,UUEE,50
2019,1,LIPZ,EPWA,7
2019,1,LEMG,EIDW,64
2019,1,EDDN,EHAM,35
2019,1,LKPR,EGBB,16
2019,1,LBSF,UUEE,59
2019,1,LFPO,LIMC,76
2019,1,ESGG,EBBR,4
2019,1,EHAM,LOWW,163
2019,1,LSZH,ESGG,21
2019,1,LOWW,EHAM,159
2019,1,EDDK,LFPG,82
2019,1,ESGG,EGLL,56
2019,1,EDDL,ULLI,10
2019,1,LFPG,LGAV,87
2019,1,LIRF,EIDW,26
2019,1,LPPT,EGGW,84
2019,1,LFPO,LOWW,15
2019,1,EGPH,LPPT,13
2019,1,LKPR,LHBP,48
2019,1,LIMC,EDDL,100
2019,1,LKPR,ESSA,43
2019,1,LBSF,EDDF,89
2019,1,LIMF,LIBD,58
2019,1,EHAM,EGPF,74
2019,1,EGBB,EGPF,18
2019,1,LEMD,EDDH,35
2019,1,EDDH,UUEE,57
2019,1,EHAM,EKBI,94
2019,1,EGCC,EPKK,43
2019,1,LSZH,LIRN,1
2019,1,EDDM,EGCC,88
2019,1,EDDF,EKBI,97
2019,1,EDDS,LGAV,9
2019,1,EETN,EGKK,13
2019,1,LKPR,LIRF,66
2019,1,EGLL,LMML,56
2019,1,LSGG,LFPO,92
2019,1,LEMG,ESGG,34
2019,1,LSZH,UUDD,62
2019,1,EDDF,EHAM,153
2019,1,LPPT,LFML,22
2019,1,EPKK,LIME,29
2019,1,LFML,EGKK,7
2019,1,LIPZ,EHAM,45
2019,1,LPFR,EDDL,16
2019,1,LTBA,EGPH,16
2019,1,LDZA,EGLL,29
2019,1,LROP,ULLI,1
2019,1,EDDF,LIMF,45
2019,1,LPPT,LIME,31
2019,1,LTBA,EGBB,36
2019,1,UUWW,LTBA,83
2019,1,LSGG,EGGW,151
2019,1,EGSS,EPKK,74
2019,1,LPPT,LFBD,26
2019,1,LWSK,LOWW,38
2019,1,LFBD,EHAM,48
2019,1,BIKF,LHBP,4
2019,1,EPWA,EHAM,85
2019,1,EDDB,EDDL,6
2019,1,LBSF,LMML,10
2019,1,EHAM,LEAL,62
2019,1,EHAM,LGAV,64
2019,1,EGCC,EIDW,211
2019,1,LKPR,LIPZ,16
2019,1,EPWA,LIRF,46
2019,1,EFHK,LGAV,3
2019,1,LKPR,EGKK,49
2019,1,LFPG,LDZA,31
2019,1,BIKF,LEMD,13
2019,1,EGAA,LEAL,19
2019,1,EKCH,LSGG,80
2019,1,EPKK,ESSA,28
2019,1,LEMG,UUEE,43
2019,1,EDDK,LMML,30
2019,1,EDDM,LMML,68
2019,1,LGAV,EKCH,26
2019,1,EGSS,LIPX,5
2019,1,EYVI,LIMC,16
2019,1,LKPR,EKCH,49
2019,1,LIME,EPGD,20
2019,1,LEBL,LPPT,120
2019,1,LBWN,LOWW,36
2019,1,ULLI,EGKK,22
2019,1,EPKK,LIEE,7
2019,1,LGAV,EGGW,33
2019,1,EDDV,LOWW,101
2019,1,EHEH,LBSF,31
2019,1,EYVI,LOWW,21
2019,1,EGGW,EDDM,16
2019,1,LIBD,EDDK,5
2019,1,EDDH,BIKF,5
2019,1,ESSA,BIKF,37
2019,1,EHAM,ULLI,10
2019,1,ESGG,EFHK,75
2019,1,LIPE,EGLL,66
2019,1,LEMG,LSZH,39
2019,1,LIRF,LKPR,71
2019,1,LIPE,EGGW,23
2019,1,LFPO,LKPR,17
2019,1,LIME,ULLI,5
2019,1,ESSA,LGAV,18
2019,1,LFPG,ELLX,67
2019,1,EPWA,EDDM,152
2019,1,LFPO,EIDW,13
2019,1,ENGM,UUEE,57
2019,1,LIMF,EDDM,80
2019,1,BIKF,EGGW,78
2019,1,LFBO,EDDM,93
2019,1,EKCH,EYVI,42
2019,1,EDDB,LIMC,38
2019,1,EHEH,LIME,25
2019,1,EPKK,EDDF,120
2019,1,EDDM,BIKF,30
2019,1,EGPH,ESSA,21
2019,1,EDDV,UUEE,29
2019,1,LPFR,EKCH,9
2019,1,LSGG,EDDH,24
2019,1,LBSF,EGLL,39
2019,1,EDDB,EGPF,18
2019,1,EGSS,LPPT,78
2019,1,EGBB,EIDW,200
2019,1,LIME,EVRA,19
2019,1,EIDW,LKPR,9
2019,1,LPPT,LGAV,11
2019,1,EYVI,EIDW,11
2019,1,LICJ,LGAV,4
2019,1,EDDL,LGAV,30
2019,1,LIBD,LIME,100
2019,1,LSZH,EDDK,86
2019,1,LFPG,EPKK,24
2019,1,EPKK,EGKK,32
2019,1,LPPT,LFBO,29
2019,1,EHAM,EGAA,7
2019,1,EHAM,ELLX,88
2019,1,LBSF,EIDW,13
2019,1,LOWW,LROP,178
2019,1,LIRF,ULLI,13
2019,1,EHAM,EIDW,212
2019,1,EPWA,EYVI,4
2019,1,EHEH,EPKK,34
2019,1,EYVI,LMML,8
2019,1,EGCC,LGAV,13
2019,1,EGSS,EYVI,15
2019,1,EGPF,EDDL,21
2019,1,EDDF,ULLI,25
2019,1,LSZH,UUEE,57
2019,1,LGAV,LSGG,56
2019,1,EVRA,EDDB,32
2019,1,UWUU,UUDD,142
2019,1,LEBL,EIDW,63
2019,1,EHEH,EPGD,25
2019,1,EGPH,EDDB,23
2019,1,EGLL,BIKF,85
2019,1,LIPZ,EDDM,88
2019,1,EGPH,LEMD,22
2019,1,EPWA,EPKK,88
2019,1,EDDS,LDZA,20
2019,1,LOWW,LPPT,49
2019,1,EPGD,EDDK,9
2019,1,EHEH,LPFR,29
2019,1,UUDD,EHAM,5
2019,1,EGPF,BIKF,28
2019,1,LIRF,LIBR,96
2019,1,LFPG,LHBP,57
2019,1,EDDH,EGKK,26
2019,1,UUEE,LBBG,4
2019,1,EPWA,EPGD,28
2019,1,EDDB,EYVI,10
2019,1,ELLX,EIDW,20
2019,1,EDDL,LFPG,80
2019,1,EKCH,EDDM,151
2019,1,EPKK,EDDM,76
2019,1,EDDB,LFPG,46
2019,1,LHBP,EDDM,94
2019,1,LIRF,EKCH,53
2019,1,EDDF,EETN,46
2019,1,LIMC,ULLI,16
2019,1,LEBL,LIME,45
2019,1,EKCH,EETN,33
2019,1,UUDD,LSGG,42
2019,1,LPFR,EIDW,43
2019,1,ULLI,LSZH,23
2019,1,EDDF,ELLX,11
2019,1,LFBD,LIPZ,10
2019,1,LROP,EDDF,113
2019,1,EGBB,LSGG,48
2019,1,LIPE,EDDM,99
2019,1,LROP,EPWA,69
2019,1,EKBI,BIKF,3
2019,1,EDDL,ESGG,8
2019,1,EGKK,LGAV,30
2019,1,LIBD,LROP,21
2019,1,LIBD,LKPR,8
2019,1,EDDB,EGSS,97
2019,1,LIPE,EGKK,14
2019,1,LIMF,UUDD,13
2019,1,EGPH,LBSF,11
2019,1,EVRA,EDDF,80
2019,1,LTBA,LFML,27
2019,1,EGCC,EDDF,127
2019,1,LHBP,LKPR,59
2019,1,LPFR,EGPH,9
2019,1,LFBD,LKPR,9
2019,1,ESGG,EDDF,141
2019,1,URRP,UUDD,57
2019,1,LMML,LIME,6
2019,1,EKBI,EHAM,70
2019,1,EHAM,EPKK,33
2019,1,EHEH,LIBR,7
2019,1,EYVI,LFPG,12
2019,1,LTBA,EVRA,32
2019,1,EGCC,EPGD,9
2019,1,LIMC,EGCC,18
2019,1,LFPO,LIRP,8
2019,1,ESSA,LEMD,32
2019,1,LIRF,UUDD,31
2019,1,EGGW,LIPX,2
2019,1,ESSA,EGKK,102
2019,1,EETN,EPWA,3
2019,1,ENGM,EGPH,24
2019,1,LEMD,EYVI,5
2019,1,LFPG,EGPF,17
2019,1,EGSS,LIME,100
2019,1,LZIB,EGBB,12
2019,1,LEMG,EGSS,68
2019,1,LEBL,UUEE,62
2019,1,LKPR,LIMC,64
2019,1,EKCH,EGGW,23
2019,1,EDDK,UUWW,31
2019,1,LIPZ,EDDB,15
2019,1,EPKK,EDDL,32
2019,1,EDDF,EGPF,22
2019,1,EGPH,LFPG,90
2019,1,LEMG,UUWW,9
2019,1,LFPO,ESSA,24
2019,1,LHBP,EIDW,45
2019,1,LFLL,EHAM,63
2019,1,EPKK,LEMD,15
2019,1,ENGM,LEMG,26
2019,1,EHEH,LKPR,35
2019,1,LEMG,ELLX,9
2019,1,LSGG,EGCC,77
2019,1,LIMF,EDDF,85
2019,1,LIMC,LFPO,78
2019,1,LEBL,EGSS,60
2019,1,EGKK,EGLL,19
2019,1,LFLL,LIPZ,20
2019,1,EDDF,LEAL,17
2019,1,EGKK,EINN,15
2019,1,EPKK,EGLL,17
2019,1,LBSF,EGSS,48
2019,1,EVRA,EYVI,60
2019,1,ULLI,ESSA,25
2019,1,EPGD,EYVI,2
2019,1,LPPT,EDDL,18
2019,1,LHBP,EVRA,12
2019,1,LIPE,EDDB,32
2019,1,EGCC,EDDH,43
2019,1,EVRA,LSGG,17
2019,1,EGLL,LHBP,44
2019,1,EHAM,LFBO,22
2019,1,LIME,EPKK,31
2019,1,LIRF,ELLX,17
2019,1,URRP,UUWW,115
2019,1,LIPE,EDDL,19
2019,1,LZIB,LGAV,9
2019,1,LIPZ,LFML,9
2019,1,LFLL,EPWA,10
2019,1,EDDK,EGLL,61
2019,1,LIRF,EDDL,81
2019,1,EDDM,EDDN,23
2019,1,EDDF,LIBR,6
2019,1,LZIB,EGCC,12
2019,1,EDDK,LBSF,15
2019,1,LPPT,ELLX,61
2019,1,EDDB,LPPT,34
2019,1,LOWW,LFPO,19
2019,1,ELLX,LPPT,73
2019,1,EKBI,EDDF,98
2019,1,LPFR,EDDS,3
2019,1,LEMD,LROP,93
2019,1,LFBO,LSGG,26
2019,1,LGAV,EPWA,19
2019,1,LFBD,LPPT,24
2019,1,EHAM,LIBD,17
2019,1,LIPE,EDDF,122
2019,1,ENGM,EFHK,155
2019,1,LROP,LSZH,30
2019,1,LGAV,EGSS,39
2019,1,EGPH,LIMC,20
2019,1,ULLI,UWUU,75
2019,1,EHAM,EDDF,184
2019,1,ESGG,LSZH,20
2019,1,EDDH,EDDN,82
2019,1,LWSK,EDDN,7
2019,1,EBBR,EPWA,98
2019,1,EPKK,EPWA,82
2019,1,EBBR,EHAM,67
2019,1,EPWA,LPPT,24
2019,1,EDDM,LFLL,54
2019,1,EGBB,LKPR,17
2019,1,EYVI,EPWA,4
2019,1,LKPR,EIDW,36
2019,1,LEBL,EFHK,28
2019,1,LIPE,EKCH,27
2019,1,LFML,EGSS,20
2019,1,EDDL,LKPR,79
2019,1,LIMC,EDDB,39
2019,1,LPFR,LFPO,22
2019,1,LIME,EIDW,50
2019,1,ENGM,EGCC,22
2019,1,LKPR,LFPO,14
2019,1,LIPE,LKPR,15
2019,1,LHBP,EHEH,50
2019,1,LEMG,EKBI,11
2019,1,EDDS,LEBL,27
2019,1,EPKK,EGCC,41
2019,1,ESSA,LPPT,30
2019,1,LFPG,EDDL,77
2019,1,LDZA,EDDS,22
2019,1,LBWN,UUDD,11
2019,1,LIBR,LIME,30
2019,1,EDDM,LKPR,75
2019,1,EPGD,EPWA,19
2019,1,EYVI,EKCH,50
2019,1,ULLI,EGLL,18
2019,1,LIRF,LFLL,32
2019,1,EGGW,EIDW,72
2019,1,EDDL,UUDD,32
2019,1,EDDM,LSGG,86
2019,1,EGGW,LBBG,9
2019,1,LOWW,LSGG,112
2019,1,LEMG,ULLI,1
2019,1,LFBO,LPPT,30
2019,1,EGPH,EIDW,163
2019,1,LBWN,LBSF,81
2019,1,LFLL,EIDW,22
2019,1,EGAA,LPFR,13
2019,1,EDDL,EDDN,35
2019,1,LFPG,LEBL,144
2019,1,ENGM,EGSS,49
2019,1,EDDS,EDDV,92
2019,1,EDDH,LSGG,20
2019,1,EGSS,BIKF,15
2019,1,LIME,LHBP,31
2019,1,LPFR,ESSA,14
2019,1,LIRF,LFML,36
2019,1,EFHK,LSZH,43
2019,1,EPGD,EIDW,15
2019,1,LROP,LOWW,159
2019,1,EETN,EKCH,28
2019,1,LEMG,EDDB,42
2019,1,EFHK,LIRF,53
2019,1,EGGW,LPFR,19
2019,1,LEPA,LEBL,46
2019,1,ESSA,LSGG,43
2019,1,ELLX,EGKK,15
2019,1,LKPR,LIME,29
2019,1,LPFR,EDDF,13
2019,1,LHBP,LEMG,12
2019,1,LIBD,LIPE,35
2019,1,LGAV,EHEH,13
2019,1,EDDB,EGPH,21
2019,1,LEMD,EPWA,30
2019,1,EYVI,EDDB,14
2019,1,UUWW,URRP,115
2019,1,EGGW,LHBP,31
2019,1,LPPT,EDDB,37
2019,1,EPKK,LFPG,20
2019,1,LGAV,LOWW,52
2019,1,EDDH,LEMD,33
2019,1,UUWW,UWUU,117
2019,1,EGSS,LIEE,27
2019,1,EPKK,EIDW,33
2019,1,EDDF,LIMC,137
2019,1,EDDM,EGSS,35
2019,1,EBBR,LKPR,96
2019,1,EDDK,EPGD,9
2019,1,EFHK,EDDL,55
2019,1,ULLI,URRP,66
2019,1,EDDL,LIRN,3
2019,1,LHBP,LSGG,24
2019,1,LIME,LIPZ,2
2019,1,EPGD,LOWW,13
2019,1,LFPG,EDDB,47
2019,1,EDDM,ESGG,74
2019,1,EKCH,LPPT,39
2019,1,EGSS,LGAV,40
2019,1,LIMC,EYVI,8
2019,1,EKCH,LEMD,57
2019,1,EBBR,EKCH,127
2019,1,LEMD,LOWW,122
2019,1,ESSA,EIDW,29
2019,1,LPFR,EHEH,24
2019,1,LIPZ,LFBD,9
2019,1,EBBR,LFBO,59
2019,1,ESGG,EDDL,6
2019,1,EYVI,EPGD,5
2019,1,LPFR,EGCC,48
2019,1,EDDM,LIRN,3
2019,1,LEAL,LEPA,3
2019,1,LPPT,EGPH,13
2019,1,EDDS,EIDW,18
2019,1,LEMG,EGGW,48
2019,1,LBSF,EGBB,12
2019,1,LEBL,ENGM,6
2019,1,EDDN,EDDM,25
2019,1,LFPG,EDDN,29
2019,1,LIPZ,LFLL,20
2019,1,EKCH,LWSK,10
2019,1,EKCH,EPWA,120
2019,1,LEMG,EDDH,18
2019,1,LKPR,EHEH,33
2019,1,EVRA,LIME,20
2019,1,EYVI,EGSS,23
2019,1,EFHK,LEMD,35
2019,1,LEMG,EPGD,1
2019,1,LHBP,EGKK,27
2019,1,LIBD,LIEE,10
2019,1,EPKK,EHAM,22
2019,1,LKPR,LIBD,9
2019,1,LTBA,EPWA,54
2019,1,LIPE,LPPT,32
2019,1,EHAM,LPFR,36
2019,1,LEBL,LFPG,201
2019,1,EKCH,ESGG,172
2019,1,LROP,LEMD,87
2019,1,LKPR,EDDM,67
2019,1,LSGG,LFBO,26
2019,1,EDDN,EDDH,81
2019,1,LFML,LIPZ,9
2019,1,EDDB,EDDH,12
2019,1,EDDF,LFBD,25
2019,1,UUWW,EVRA,53
2019,1,LFLL,EPKK,10
2019,1,LEBL,LSGG,63
2019,1,LFPG,EGPH,75
2019,1,EGPF,LIPZ,7
2019,1,EPWA,LIMC,44
2019,1,EDDH,EIDW,31
2019,1,EDDB,LIPZ,15
2019,1,LHBP,LPPT,37
2019,1,EGPF,LPFR,10
2019,1,LBSF,EDDH,10
2019,1,EDDH,EGCC,40
2019,1,ENGM,EDDL,27
2019,1,LSZH,LWSK,40
2019,1,LFLL,LPPT,32
2019,1,EGKK,LIMF,66
2019,1,ESSA,EKBI,55
2019,1,EBBR,LFLL,75
2019,1,LIBR,EHEH,4
2019,1,LKPR,LFBD,9
2019,1,ESGG,EPKK,11
2019,1,LPFR,EGSS,29
2019,1,LEMG,LIME,14
2019,1,EGKK,LIBD,8
2019,1,LEMD,EGPH,20
2019,1,EETN,EDDF,52
2019,1,LIME,EETN,10
2019,1,LEMD,LFML,68
2019,1,EGLL,EDDK,50
2019,1,LIPX,EDDM,46
2019,1,LFLL,EDDM,51
2019,1,EDDF,EGBB,81
2019,1,LEMD,LFBD,47
2019,1,LFBO,EHAM,23
2019,1,EKBI,LHBP,11
2019,1,ESSA,EDDH,74
2019,1,EDDF,LFLL,91
2019,1,EBBR,EDDH,59
2019,1,EPGD,EGCC,10
2019,1,LKPR,EDDL,80
2019,1,EHAM,EDDH,118
2019,1,EDDK,EVRA,10
2019,1,LFPG,LFPO,23
2019,1,ULLI,EHAM,19
2019,1,EDDK,EDDB,55
2019,1,EPWA,LMML,10
2019,1,EGPF,EDDF,20
2019,1,LSGG,LGAV,43
