year,month,origin,destination,number_of_flights
2020,7,EGKK,LSZH,1
2020,7,EGKK,LFBO,1
2020,7,EGKK,EDDH,1
2020,7,GCFV,LIMC,1
2020,7,LFBD,EGKK,1
2020,8,EGLL,LGAV,200
2020,8,LTBA,LIMC,10
2020,8,LEAL,UUWW,2
2020,8,LEIB,EDDV,12
2020,8,EDDN,LROP,12
2020,8,LYBE,LTBA,6
2020,8,LFPG,LFBO,311
2020,8,LPPD,LPPT,155
2020,8,EGSS,EGPH,88
2020,8,GCLP,LEMD,24
2020,8,EGSS,EGAA,101
2020,8,EDDV,LSGG,2
2020,8,EGSS,LIMC,41
2020,8,EDDP,LEBL,53
2020,8,EDDP,EGGW,46
2020,8,BIKF,EDDF,25
2020,8,EYVI,LFPG,25
2020,8,LFPG,EDDK,87
2020,8,EGAA,EGSS,97
2020,8,EDDV,EDDK,2
2020,8,UWWW,UUDD,101
2020,8,LFPG,LFLL,36
2020,8,LEMD,LTBA,16
2020,8,EDDP,EBBR,97
2020,8,LEMD,LEPA,442
2020,8,ULLI,UUEE,429
2020,8,LGAV,LYBE,21
2020,8,LIMC,LTBA,21
2020,8,EDDK,LFPG,88
2020,8,EFHK,EVRA,101
2020,8,UWWW,UUEE,105
2020,8,EDDP,EDDF,48
2020,8,EETN,EVRA,93
2020,8,EDDV,LEPA,98
2020,8,EDDK,LTBA,12
2020,8,LTBA,LEBL,13
2020,8,EYVI,EVRA,134
2020,8,EDDV,LEIB,10
2020,8,LEBL,LEPA,472
2020,8,EDDP,EHAM,54
2020,8,EDDF,LEPA,177
2020,8,EFHK,LEMG,13
2020,8,EDDF,LEIB,28
2020,8,EYVI,EPWA,62
2020,8,EDDP,LTBA,32
2020,8,EHAM,LEMG,178
2020,8,LROP,LOWW,51
2020,8,LGAV,LFPG,190
2020,8,EDDK,LIMC,35
2020,8,EDDP,LSGG,29
2020,8,ULLI,UUWW,445
2020,8,EKCH,ESGG,26
2020,8,LROP,LIPZ,14
2020,8,ESGG,EKCH,27
2020,8,LROP,EDDF,60
2020,8,LGAV,EPWA,35
2020,8,EPGD,EPWA,140
2020,8,EYVI,LIMC,12
2020,8,EDDP,LEMD,53
2020,8,EDDP,EFHK,23
2020,8,LGAV,LIRF,83
2020,8,EDDP,UUEE,43
2020,8,EPKK,EPWA,137
2020,8,EFHK,EDDF,94
2020,8,EPWA,EGGW,80
2020,8,EDDP,LIMC,88
2020,8,EHAM,EDDV,33
2020,8,EDDP,LEPA,36
2020,8,EFHK,UUWW,11
2020,8,EDDL,EDDS,13
2020,8,EDDL,LEPA,239
2020,8,EDDK,LEPA,168
2020,8,EHAM,LEBL,184
2020,8,EDDF,UUDD,22
2020,8,EBBR,LEMG,84
2020,8,EBBR,LEAL,72
2020,8,EDDB,LEPA,66
2020,8,LIPZ,LFPG,124
2020,8,LROP,EGGW,115
2020,8,EPGD,ENZV,20
2020,8,LEBL,LICJ,5
2020,8,EDDF,EIDW,74
2020,8,LEBL,LIRF,193
2020,8,EPGD,EKCH,50
2020,8,ENGM,EKCH,231
2020,8,EFHK,EKCH,115
2020,8,EPKK,LICJ,5
2020,8,EDDB,LEMG,35
2020,8,ESSA,LFPG,111
2020,8,LEMD,LFPG,118
2020,8,LFBD,LFPG,144
2020,8,EHAM,LPPT,140
2020,8,LROP,EDDH,17
2020,8,LFPO,LGAV,74
2020,8,EKCH,LPFR,4
2020,8,LSZH,ENGM,37
2020,8,ELLX,LEPA,53
2020,8,LHBP,EGSS,63
2020,8,LROP,LFLL,5
2020,8,LEMD,EHAM,123
2020,8,EDDM,UUWW,12
2020,8,LEMD,EDDF,112
2020,8,LOWW,UUWW,23
2020,8,EPKK,EGGW,73
2020,8,LOWW,LEMD,57
2020,8,LROP,EIDW,28
2020,8,EDDB,GCFV,2
2020,8,ENGM,LEAL,45
2020,8,EDDH,LFPG,79
2020,8,LFPO,LPPR,170
2020,8,LEBL,LFPG,125
2020,8,LIMC,LFPG,140
2020,8,ESSA,EKCH,160
2020,8,LSGG,LEAL,36
2020,8,LHBP,EGGW,76
2020,8,EDDF,UKBB,48
2020,8,LIBD,LIRF,52
2020,8,EDDL,EDDM,225
2020,8,LOWW,LEAL,26
2020,8,LOWW,LIRF,112
2020,8,LIME,LEPA,31
2020,8,EDDL,EIDW,17
2020,8,LGAV,EDDF,79
2020,8,EYVI,UKBB,16
2020,8,EDDS,LEPA,172
2020,8,LICC,LIRF,109
2020,8,EDDP,ENGM,19
2020,8,LHBP,LEBL,35
2020,8,EDDB,EGPH,17
2020,8,LKPR,LEPA,40
2020,8,EETN,EHAM,7
2020,8,ENGM,LFPG,53
2020,8,LEPA,LSGG,59
2020,8,EFHK,EETN,143
2020,8,LHBP,EDDF,69
2020,8,LEBL,EBBR,97
2020,8,LSGG,LEMG,42
2020,8,LMML,EGAA,6
2020,8,EVRA,LFPG,10
2020,8,LFML,LFPG,280
2020,8,ESSA,LEPA,40
2020,8,LHBP,ESGG,13
2020,8,EDDM,LEIB,51
2020,8,LEMD,EGSS,66
2020,8,LFPO,LPPT,182
2020,8,LOWW,LIME,59
2020,8,LSZH,LPPR,109
2020,8,ENGM,EDDF,78
2020,8,LFML,EGSS,20
2020,8,LSZH,ESSA,61
2020,8,LIBD,LIME,42
2020,8,LEMD,EDDB,17
2020,8,EDDL,GCFV,11
2020,8,LIPE,EDDM,30
2020,8,LOWW,EDDM,78
2020,8,EDDM,LEPA,190
2020,8,EFHK,LFPG,63
2020,8,LIEE,LIME,47
2020,8,LOWW,LEBL,66
2020,8,LIMC,LEIB,131
2020,8,LEPA,LFLL,5
2020,8,LEPA,LEBL,512
2020,8,LROP,LEMD,71
2020,8,ENGM,EHAM,89
2020,8,EKCH,LFPG,135
2020,8,LSGG,LPFR,36
2020,8,LEBL,EGSS,66
2020,8,LIPE,LIBR,12
2020,8,EFHK,EYVI,29
2020,8,LOWW,LMML,44
2020,8,EDDB,LEBL,56
2020,8,LICC,LIMC,67
2020,8,LFBO,LGAV,23
2020,8,LEMD,EDDP,52
2020,8,EPKK,ENVA,7
2020,8,LEPA,LFPO,94
2020,8,EDDB,EGSS,64
2020,8,LIME,EDDK,41
2020,8,EDDF,LPPR,84
2020,8,EGKK,LEIB,33
2020,8,LGAV,LFLL,10
2020,8,LZIB,EGSS,25
2020,8,EPGD,ENGM,33
2020,8,EGGW,EGPF,35
2020,8,EDDK,LEMG,22
2020,8,LIMC,EGSS,31
2020,8,EDDF,LSZH,122
2020,8,LKPR,EGSS,45
2020,8,EPWA,EDDF,89
2020,8,LEIB,EHEH,56
2020,8,LROP,EBBR,19
2020,8,LFBO,LFPG,313
2020,8,EDDH,LEPA,163
2020,8,LOWW,LEMG,39
2020,8,LDZA,EDDM,37
2020,8,EFHK,ESGG,25
2020,8,EKCH,LEPA,41
2020,8,LEPA,EDDN,83
2020,8,EDDM,LFBO,29
2020,8,EKCH,LEAL,29
2020,8,LIMF,LIRF,50
2020,8,EYVI,EKBI,9
2020,8,LEPA,LEIB,279
2020,8,EKCH,EDDF,86
2020,8,EVRA,EGKK,36
2020,8,LIMC,LIBD,62
2020,8,LOWW,EETN,23
2020,8,LPPT,LFPG,160
2020,8,EPWA,LIBD,12
2020,8,LYBE,EHAM,11
2020,8,LEAL,ESGG,17
2020,8,EDDM,LEBL,74
2020,8,LEBL,EDDH,37
2020,8,LIME,LEMD,21
2020,8,EPKK,LEMG,8
2020,8,ELLX,LIRF,22
2020,8,LEMD,LEIB,356
2020,8,LYBE,LFPG,45
2020,8,EDDK,EGSS,63
2020,8,LEIB,LEMD,345
2020,8,LIPE,LIMC,2
2020,8,LDZA,LFPG,65
2020,8,EFHK,EHAM,93
2020,8,EGKK,LEPA,105
2020,8,LEBL,LIPE,34
2020,8,UUDD,UWKD,86
2020,8,LFPO,LPFR,87
2020,8,EKCH,EHAM,140
2020,8,EGKK,LIPX,15
2020,8,LEBL,LEIB,372
2020,8,LFPO,LIBR,3
2020,8,ENZV,ENGM,318
2020,8,UKLL,UKBB,50
2020,8,EVRA,EHAM,16
2020,8,LIRF,LFPG,222
2020,8,EYVI,EHAM,54
2020,8,ELLX,LFBD,12
2020,8,LEPA,LEMD,429
2020,8,LEBL,EDDF,90
2020,8,LEMG,LFPO,65
2020,8,LOWW,EGLL,69
2020,8,EHAM,LIRP,7
2020,8,EDDM,EKCH,58
2020,8,LIPX,LIEE,59
2020,8,EGGW,LEPA,123
2020,8,ESSA,LEAL,36
2020,8,ELLX,LOWW,42
2020,8,EVRA,ENGM,66
2020,8,EFHK,EDDM,75
2020,8,LSGG,EDDF,54
2020,8,EFHK,ESSA,168
2020,8,EGKK,LPPR,20
2020,8,EDDM,EHAM,124
2020,8,EPWA,LIRF,34
2020,8,LEMD,LEAL,65
2020,8,EDDF,EGLL,166
2020,8,EVRA,EFHK,99
2020,8,EDDM,LHBP,29
2020,8,EFHK,LSZH,38
2020,8,LHBP,EDDB,57
2020,8,EDDM,EBBR,58
2020,8,EGPH,LEPA,22
2020,8,LEIB,LEBL,400
2020,8,LEMD,GCRR,42
2020,8,LEBL,LEAL,43
2020,8,LMML,EHEH,13
2020,8,LIPE,LIRF,71
2020,8,EVRA,EPWA,30
2020,8,EHEH,LEBL,30
2020,8,LIME,LEIB,50
2020,8,EPKK,LMML,8
2020,8,LEPA,LZIB,8
2020,8,LIPZ,EDDF,58
2020,8,LEMG,LKPR,33
2020,8,EDDF,EYVI,31
2020,8,LEIB,LIRF,92
2020,8,EDDL,EGLL,50
2020,8,EDDF,LEMG,49
2020,8,EDDM,EDDV,59
2020,8,EPGD,EGSS,21
2020,8,EHEH,GCRR,4
2020,8,EGGW,LPPT,91
2020,8,EGPH,LEMD,14
2020,8,EGCC,LEMG,94
2020,8,EDDS,LGAV,20
2020,8,LSZH,LEMD,80
2020,8,LIME,EHEH,18
2020,8,EDDN,LEPA,90
2020,8,EGGW,UKLL,8
2020,8,EGKK,LEAL,88
2020,8,LEMG,EGSS,89
2020,8,EDDV,EDDF,64
2020,8,EGPF,LEMG,30
2020,8,LSZH,EIDW,20
2020,8,LEBL,LIPZ,82
2020,8,LFPG,LPFR,35
2020,8,EETN,EFHK,140
2020,8,ESGG,LEPA,10
2020,8,EVRA,LGAV,7
2020,8,EGKK,LPFR,82
2020,8,LYBE,LKPR,7
2020,8,LIPZ,LIRF,62
2020,8,EHAM,LGAV,114
2020,8,EDDH,EDDM,253
2020,8,LIMC,LIPX,14
2020,8,EGKK,GCFV,2
2020,8,EHAM,LEIB,122
2020,8,EGCC,LEIB,39
2020,8,LEPA,EDDM,193
2020,8,ENGM,LSZH,36
2020,8,EPWA,LEPA,46
2020,8,EDDF,LIRF,92
2020,8,LMML,LOWW,45
2020,8,LFPG,LEMG,93
2020,8,LOWW,LFPG,122
2020,8,EGCC,LMML,45
2020,8,LEBL,LEMD,218
2020,8,EHAM,EGSS,40
2020,8,EGGW,LEAL,81
2020,8,EIDW,LFPG,68
2020,8,LYBE,EDDF,23
2020,8,LEMD,LFPO,184
2020,8,LFPG,LIPZ,121
2020,8,LEBL,GCFV,4
2020,8,EGGW,LEMG,156
2020,8,EHAM,LEAL,134
2020,8,EDDH,EDDF,137
2020,8,EKBI,LEPA,22
2020,8,LFML,EHAM,24
2020,8,LFPG,LKPR,81
2020,8,EFHK,LSGG,18
2020,8,LIME,LEAL,12
2020,8,LOWW,EHAM,126
2020,8,EIDW,LEBL,58
2020,8,LSZH,EGCC,24
2020,8,EDDF,EGPF,11
2020,8,EGBB,EDDF,51
2020,8,LEBL,LFPO,181
2020,8,LSZH,EHAM,104
2020,8,EDDM,EGLL,92
2020,8,EHEH,LEMG,57
2020,8,LGAV,EBBR,40
2020,8,UUEE,UWWW,27
2020,8,LEMD,EDDM,82
2020,8,EGSS,LEAL,60
2020,8,EDDM,LFPG,136
2020,8,EPWA,EPKK,125
2020,8,EGCC,EDDF,57
2020,8,LSZH,ESGG,12
2020,8,LSZH,EKCH,75
2020,8,LFPG,LFBD,122
2020,8,EDDL,EGSS,20
2020,8,EIDW,LIME,40
2020,8,LEBL,EDDM,75
2020,8,EGSS,GCRR,12
2020,8,LHBP,LEMD,24
2020,8,EGCC,LEBL,75
2020,8,EDDS,EDDL,6
2020,8,EIDW,EBBR,46
2020,8,LSZH,EDDH,129
2020,8,ENGM,LGAV,4
2020,8,LEIB,LEPA,278
2020,8,LEMD,LIRF,110
2020,8,LPPR,LIME,17
2020,8,LEMD,LIPZ,71
2020,8,LEBL,LPPT,63
2020,8,EGCC,LEAL,111
2020,8,LIPZ,EKCH,9
2020,8,LSZH,LEBL,57
2020,8,LYBE,LSZH,34
2020,8,EFHK,EGLL,65
2020,8,EDDM,EDDL,227
2020,8,LOWW,EGSS,40
2020,8,LEBL,EHAM,144
2020,8,LFPG,LIPE,34
2020,8,EDDP,EGLL,9
2020,8,LGAV,LIMC,82
2020,8,LHBP,BIKF,5
2020,8,EIDW,EGSS,132
2020,8,EDDM,EDDH,251
2020,8,EGGW,LFPG,44
2020,8,ELLX,LFPG,18
2020,8,EHAM,LIPX,34
2020,8,LSZH,EGLL,127
2020,8,LPPR,LEBL,78
2020,8,EPWA,LOWW,74
2020,8,ESGG,LHBP,13
2020,8,LEBL,EKCH,35
2020,8,EHAM,LSGG,109
2020,8,EIDW,LEMD,50
2020,8,UMMS,LEBL,17
2020,8,LFPG,EDDF,97
2020,8,LEMD,LEMG,96
2020,8,LEBL,LEMG,159
2020,8,EIDW,LIRF,22
2020,8,LROP,EDDM,37
2020,8,LEMD,EDDL,26
2020,8,EPWA,EDDM,50
2020,8,UMMS,UKBB,53
2020,8,LMML,EGLL,49
2020,8,EDDM,LSGG,50
2020,8,EGLL,LFPG,140
2020,8,LEBL,GCRR,13
2020,8,EHEH,LEAL,67
2020,8,EKCH,LMML,2
2020,8,LSGG,LFPG,88
2020,8,EPWA,EHAM,85
2020,8,EBBR,LIRF,54
2020,8,EIDW,EGBB,48
2020,8,LEMD,LFBO,38
2020,8,UMMS,EDDV,8
2020,8,EDDM,EDDF,122
2020,8,EGCC,LPFR,101
2020,8,LEMD,LEBL,221
2020,8,EDDB,LROP,17
2020,8,LFPG,EDDL,32
2020,8,EDDH,EHAM,65
2020,8,EDDL,LEIB,43
2020,8,LEAL,LEPA,108
2020,8,EPWA,EDDL,52
2020,8,LPPT,LSGG,163
2020,8,LSZH,EBBR,26
2020,8,LOWW,EDDL,107
2020,8,EGLL,LEAL,42
2020,8,LPPR,LEMD,102
2020,8,LDZA,EDDF,107
2020,8,EGSS,LBSF,2
2020,8,LFPG,EDDH,94
2020,8,LIRF,UKBB,20
2020,8,EIDW,LMML,25
2020,8,LSZH,LFPG,39
2020,8,LOWW,EBBR,59
2020,8,LOWW,LSGG,31
2020,8,UMMS,LFPG,37
2020,8,LROP,LEBL,40
2020,8,EPWA,LFPG,85
2020,8,LEAL,EKBI,12
2020,8,EGCC,GCRR,11
2020,8,LEMD,EBBR,124
2020,8,LPPT,EGSS,66
2020,8,LIMC,EGGW,107
2020,8,LSGG,LPPR,164
2020,8,LSZH,LSGG,89
2020,8,LOWW,EKCH,45
2020,8,UMMS,LYBE,10
2020,8,EGKK,LMML,30
2020,8,EGCC,LIMC,13
2020,8,UUDD,UWWW,45
2020,8,LIMC,LGAV,92
2020,8,LFPG,LPPT,134
2020,8,LGAV,EHAM,93
2020,8,EGBB,LEAL,47
2020,8,LFPG,LEBL,123
2020,8,EDDM,LSZH,89
2020,8,LEAL,EHEH,69
2020,8,EPGD,LIRF,9
2020,8,EGLL,EDDF,154
2020,8,EGGW,EIDW,51
2020,8,LSZH,EDDL,83
2020,8,EGPH,LEMG,16
2020,8,EDDF,LOWW,122
2020,8,EGCC,LEPA,108
2020,8,LGAV,LSZH,75
2020,8,LOWW,EDDF,115
2020,8,LIRF,LFPO,73
2020,8,LFPG,EHAM,166
2020,8,LSZH,LYBE,10
2020,8,LSZH,LOWW,130
2020,8,LIEE,LIRF,153
2020,8,ELLX,EGGW,1
2020,8,LEMD,EGKK,41
2020,8,LEBL,EGKK,96
2020,8,EDDF,LEBL,97
2020,8,LEAL,EBBR,106
2020,8,LOWW,LSZH,124
2020,8,LSGG,LGAV,96
2020,8,UUEE,EVRA,13
2020,8,LFPG,LIBD,37
2020,8,LIRF,LIMC,95
2020,8,LFPO,GCRR,1
2020,8,LFPG,LEMD,118
2020,8,EGKK,LFBD,46
2020,8,LOWW,EDDH,120
2020,8,LGAV,LROP,59
2020,8,EBBR,LPPT,71
2020,8,EGLL,LIBD,14
2020,8,LEMD,LIMC,55
2020,8,LIMC,EDDK,24
2020,8,EPWA,EGLL,87
2020,8,EDDM,LIRF,94
2020,8,LOWW,LGAV,113
2020,8,LIRF,EBBR,73
2020,8,LPPR,EGSS,60
2020,8,LSZH,LIBR,15
2020,8,LSZH,LIMC,17
2020,8,EIDW,LPPT,43
2020,8,LGAV,EDDM,101
2020,8,LFPG,EGLL,125
2020,8,LEMD,LKPR,34
2020,8,LEBL,LIMC,99
2020,8,LGAV,LSGG,90
2020,8,UUWW,EDDB,9
2020,8,EDDM,LIPZ,49
2020,8,LEMG,EGCC,94
2020,8,LSZH,LIPZ,29
2020,8,LFPO,LIMC,37
2020,8,LEBL,LOWW,66
2020,8,LGAV,EKCH,23
2020,8,EIDW,LPFR,109
2020,8,EPKK,EPGD,32
2020,8,EGPF,EGBB,37
2020,8,EGBB,LEPA,39
2020,8,EDDS,LOWW,84
2020,8,LGAV,EDDH,12
2020,8,LSZH,LPPT,84
2020,8,EDDF,ESGG,47
2020,8,LROP,EHAM,61
2020,8,LMML,LSZH,26
2020,8,EGPH,EGAA,42
2020,8,EDDF,EPKK,60
2020,8,LEBL,LFBD,17
2020,8,EPWA,EDDS,31
2020,8,EIDW,LIEE,5
2020,8,EKCH,BIKF,41
2020,8,EGSS,LEPA,81
2020,8,EDDF,EPGD,30
2020,8,EGPF,LEPA,13
2020,8,EKCH,LIPE,18
2020,8,ENGM,ENZV,296
2020,8,LFPO,EKCH,4
2020,8,LPFR,LIME,9
2020,8,EGGW,LEBL,87
2020,8,EGAA,EGCC,60
2020,8,ENGM,ENVA,134
2020,8,EGGW,LGAV,63
2020,8,GCFV,GCLP,13
2020,8,EPWA,LSZH,56
2020,8,LMML,EHAM,17
2020,8,EGPH,LEBL,19
2020,8,EINN,EGSS,24
2020,8,LIPZ,LROP,15
2020,8,LDZA,LOWW,18
2020,8,EDDF,EHAM,131
2020,8,EDDL,EDDV,10
2020,8,LROP,LFPG,76
2020,8,LFPG,LGAV,240
2020,8,LEBL,EGBB,55
2020,8,EINN,LEAL,13
2020,8,GCLP,GCRR,26
2020,8,EHAM,EDDF,152
2020,8,LPPR,ELLX,128
2020,8,LEPA,EDDV,101
2020,8,EDDP,EDDH,6
2020,8,EGAA,LFBD,9
2020,8,EIDW,EHAM,139
2020,8,EKCH,ESSA,159
2020,8,EGSS,LIEE,20
2020,8,LEMD,EGCC,28
2020,8,EDDM,EDDK,155
2020,8,EGGW,EGPH,43
2020,8,UUWW,EDDF,3
2020,8,UKBB,EYVI,14
2020,8,EKCH,ENZV,93
2020,8,EPWA,LIMC,31
2020,8,LPPR,LFBO,19
2020,8,EIDW,EGPF,53
2020,8,EGPH,LFPG,34
2020,8,EKCH,EFHK,116
2020,8,EGPF,LFPG,27
2020,8,LSZH,EDDF,116
2020,8,LFPG,EGCC,62
2020,8,EKCH,ENGM,236
2020,8,EDDF,LIBD,10
2020,8,LEBL,LPPR,84
2020,8,EGPF,LEIB,3
2020,8,LFPO,LEIB,80
2020,8,LGAV,LPPT,8
2020,8,EPGD,EGAA,9
2020,8,LTBA,EDDF,31
2020,8,EGPH,EDDH,9
2020,8,EGBB,LEMG,55
2020,8,EGCC,EHAM,83
2020,8,LEMG,EIDW,108
2020,8,LICC,LIPZ,54
2020,8,EKCH,LIRF,24
2020,8,LEPA,EDDH,176
2020,8,LDZA,EHAM,45
2020,8,EGPF,EGAA,43
2020,8,LIMF,LMML,8
2020,8,EDDF,LFPG,119
2020,8,LIRF,LIBD,65
2020,8,LGAV,EGLL,162
2020,8,EGLL,LFML,39
2020,8,EIDW,LEMG,106
2020,8,EGSS,EGLL,3
2020,8,LIME,LOWW,63
2020,8,EGGW,ESSA,5
2020,8,EFHK,LHBP,33
2020,8,EDDK,LIME,53
2020,8,EDDF,EBBR,84
2020,8,EDDS,LEBL,30
2020,8,EGSS,LEMG,92
2020,8,LIME,LIEE,47
2020,8,EDDM,LOWW,76
2020,8,LDZA,EKCH,29
2020,8,EGAA,LEAL,32
2020,8,LEMD,EGLL,122
2020,8,UUWW,EVRA,155
2020,8,EGGW,LPPR,26
2020,8,LEIB,LEMG,75
2020,8,EHAM,LFPG,203
2020,8,EGSS,LEIB,77
2020,8,LSGG,LJLJ,4
2020,8,EKCH,LIMC,29
2020,8,LEMG,LEBL,165
2020,8,LFBD,LFLL,17
2020,8,EGSS,EDDK,70
2020,8,LEAL,LEBL,44
2020,8,EDDM,LEMD,84
2020,8,LEMD,LSZH,77
2020,8,EVRA,UUWW,56
2020,8,EGLL,ESSA,70
2020,8,EDDS,EDDK,2
2020,8,LIMC,EYVI,14
2020,8,LTBA,EDDL,5
2020,8,LPPR,LPPT,101
2020,8,LFPG,LFML,165
2020,8,EIDW,EGLL,113
2020,8,LEIB,EDDF,29
2020,8,LIME,LIBD,45
2020,8,EGLL,LEMD,124
2020,8,LFPG,EGBB,40
2020,8,EIDW,EDDL,18
2020,8,LIMC,LIEE,52
2020,8,ESSA,EFHK,181
2020,8,EGLL,EKBI,11
2020,8,EDDF,LFLL,9
2020,8,EKBI,EGGW,4
2020,8,LICC,LIPX,43
2020,8,ESSA,ESGG,91
2020,8,LPPT,EDDF,134
2020,8,EGGW,EDDS,2
2020,8,LEMD,LSGG,87
2020,8,LFPG,LPPR,107
2020,8,LHBP,EDDM,29
2020,8,LIRF,LIEE,165
2020,8,EGGW,EHAM,70
2020,8,EGPH,LFBD,10
2020,8,EIDW,EDDF,71
2020,8,EDDM,LPPR,23
2020,8,UMMS,EHAM,50
2020,8,LIBD,LIMC,62
2020,8,EYVI,EFHK,32
2020,8,EGSS,EDDH,36
2020,8,LIRF,LSGG,49
2020,8,LGAV,EDDL,29
2020,8,LEPA,LOWW,77
2020,8,LIRF,LEBL,158
2020,8,LSGG,LEPA,51
2020,8,LEPA,EDDS,180
2020,8,LEPA,EDDL,252
2020,8,LGAV,EHEH,28
2020,8,LIRF,EDDF,85
2020,8,LEAL,LSGG,33
2020,8,EGKK,LEBL,107
2020,8,LEMD,LGAV,111
2020,8,EBBR,EDDM,18
2020,8,LIRF,LOWW,117
2020,8,LICJ,LEBL,8
2020,8,EPWA,EPGD,139
2020,8,LFLL,LEPA,6
2020,8,LFBD,LFML,48
2020,8,EGLL,LFBD,22
2020,8,LPFR,LPPT,67
2020,8,EHAM,EGLL,193
2020,8,LTBA,LYBE,3
2020,8,LIRF,LMML,72
2020,8,UMMS,LIRF,19
2020,8,LEMG,LFML,11
2020,8,EDDF,LKPR,85
2020,8,EGLL,LPPT,80
2020,8,EIDW,LIPZ,27
2020,8,UUEE,EGLL,49
2020,8,LEIB,LIMC,133
2020,8,EDDV,EDDM,62
2020,8,EGSS,EHAM,32
2020,8,LEPA,LIME,32
2020,8,EDDB,LHBP,45
2020,8,LIRF,LSZH,46
2020,8,LEIB,EHAM,112
2020,8,EGSS,LFML,16
2020,8,ENGM,EPGD,33
2020,8,UKBB,UMMS,57
2020,8,LPPR,LFPO,154
2020,8,LEPA,EDDK,180
2020,8,EGPH,EDDB,13
2020,8,EDDM,LDZA,37
2020,8,LICC,LMML,41
2020,8,EGLL,LIMC,71
2020,8,EGCC,LIPZ,25
2020,8,LEPA,LEAL,110
2020,8,LSZH,LEPA,106
2020,8,LIPE,LEBL,48
2020,8,EGSS,LPFR,70
2020,8,LICJ,EPKK,6
2020,8,LEMD,GCFV,12
2020,8,LPPT,LPPD,181
2020,8,LPPR,LPPD,80
2020,8,EDDF,LSGG,60
2020,8,EHAM,EDDM,143
2020,8,LEPA,ELLX,56
2020,8,LFBO,EDDM,30
2020,8,EDDF,EDDH,147
2020,8,EGKK,LEMG,77
2020,8,EPWA,EVRA,33
2020,8,EDDM,LGAV,127
2020,8,EGLL,LIEE,7
2020,8,LFPG,LEIB,49
2020,8,LICC,LOWW,6
2020,8,EBBR,LPFR,29
2020,8,EGSS,LKPR,46
2020,8,EDDF,LMML,55
2020,8,LPFR,EGBB,44
2020,8,LSZH,LEMG,47
2020,8,EHAM,LROP,80
2020,8,EKBI,EYVI,9
2020,8,ULLI,EDDM,1
2020,8,EKCH,EDDM,56
2020,8,EGSS,EDDB,66
2020,8,LEMG,LSGG,40
2020,8,EGBB,EIDW,50
2020,8,EHAM,LOWW,129
2020,8,LICC,LIME,22
2020,8,LSZH,EDDM,97
2020,8,EGLL,EDDL,56
2020,8,EGSS,LHBP,64
2020,8,EDDM,ENGM,31
2020,8,LDZA,LSZH,61
2020,8,LICC,LSZH,6
2020,8,LEMG,LFPG,97
2020,8,EGLL,LEMG,65
2020,8,EIDW,GCRR,16
2020,8,EHAM,LKPR,85
2020,8,LEMD,LFML,38
2020,8,UKBB,EHAM,48
2020,8,EGSS,EDDL,23
2020,8,EDDF,LPPT,115
2020,8,EGLL,LFBO,46
2020,8,LIPX,EGKK,10
2020,8,LEMD,LPPT,133
2020,8,UWWW,UUWW,33
2020,8,LSGG,EDDM,48
2020,8,EIDW,EGGW,55
2020,8,LEIB,LIME,53
2020,8,LFBO,BIKF,1
2020,8,LSZH,LGAV,108
2020,8,LEPA,EDDF,180
2020,8,EGCC,EVRA,9
2020,8,EGAA,EGBB,63
2020,8,LEIB,EDDM,59
2020,8,EDDF,LFML,27
2020,8,EGSS,LEMD,63
2020,8,LICJ,LIMC,72
2020,8,LEPA,EDDP,39
2020,8,EDDF,EDDM,129
2020,8,ESGG,EFHK,24
2020,8,LFPO,LEPA,95
2020,8,EGSS,LZIB,25
2020,8,EHAM,ESSA,110
2020,8,LIBD,EPWA,13
2020,8,LFPG,LHBP,74
2020,8,EGSS,LEBL,65
2020,8,LFPG,EPKK,32
2020,8,EBBR,LSGG,45
2020,8,EGLL,LPFR,92
2020,8,EHAM,LHBP,36
2020,8,EDDF,EGCC,62
2020,8,EHEH,LEIB,57
2020,8,LFBD,ELLX,13
2020,8,EDDF,ELLX,46
2020,8,LEAL,LEMD,64
2020,8,EBBR,LIMC,56
2020,8,LIPZ,LEBL,84
2020,8,ENVA,ENGM,357
2020,8,EGLL,LEPA,77
2020,8,LFBO,LEMD,41
2020,8,EDDL,LFPG,32
2020,8,EGPH,EPWA,8
2020,8,BIKF,LSZH,9
2020,8,EDDF,EFHK,97
2020,8,EGGW,EGAA,69
2020,8,ENGM,EKBI,54
2020,8,EGLL,LIPE,39
2020,8,EDDH,LROP,18
2020,8,EGAA,EGPH,59
2020,8,EETN,LOWW,27
2020,8,EDDF,LEMD,104
2020,8,LFPO,LEBL,186
2020,8,EBBR,LFBO,24
2020,8,LIRF,EGLL,156
2020,8,EHAM,LIRF,145
2020,8,EPGD,ENVA,5
2020,8,LIME,EGAA,8
2020,8,EBBR,EKCH,62
2020,8,ENGM,EVRA,66
2020,8,EGSS,EIDW,135
2020,8,EGLL,LIRF,157
2020,8,LKPR,ULLI,2
2020,8,LSGG,EHAM,88
2020,8,LFPG,EPWA,87
2020,8,EHAM,EIDW,166
2020,8,LEPA,EDDB,62
2020,8,LOWW,ELLX,51
2020,8,EDDF,LGAV,102
2020,8,EPWA,LDZA,32
2020,8,LFPG,EGGW,43
2020,8,UKBB,EDDF,43
2020,8,EBBR,LIPZ,23
2020,8,LIRF,LEMD,109
2020,8,LOWW,EPWA,82
2020,8,LPFR,LSGG,41
